"","Sector","Company","sentiment_bins","mean_sentiments"
"666","Technology","Ansys","Moderate_sell",0.38165
"667","Financial","Daiwa House Industry Co",NA,NA
"668","Consumer Goods","Stmicroelectronics","Moderate_sell",0.39
"669","Materials","Anglo American Platinum",NA,NA
"670","Materials","Woodside",NA,NA
"671","Financial","M&T Bank","Moderate_sell",0.435275
"672","Financial","Ventas","Moderate_sell",0.4518125
"673","Consumer Goods","Peugeot",NA,NA
"674",NA,"Fox","Moderate_sell",0.34005
"675","Financial","Legal & General","Hold",0.495
"676",NA,"Liberty Broadband","Moderate_sell",0.42045
"677","Services","Dollar Tree","Moderate_sell",0.4008125
"678","Consumer Goods","Ball","Hold",0.5135875
"679","Services","Panasonic",NA,NA
"680","Technology","Advanced Info Service PCL",NA,NA
"681","Healthcare","Idexx Laboratories",NA,NA
"682","Consumer Goods","Compagnie G<e9>n<e9>rale des <c9>tablissements Michelin",NA,NA
"683","Healthcare","Resmed","Hold",0.543375
"684","Technology","Liberty Broadband","Hold",0.467875
"685","Financial","Fifth Third Bancorp","Moderate_buy",0.7287
"686","Financial","Boston Properties",NA,NA
"687","Financial","Public Bank Bhd",NA,NA
"688","Technology","Snap","strong_buy",0.79285
"689","Healthcare","Eisai Co",NA,NA
"690","Services","Best Buy Co","Moderate_buy",0.670325
"691","Consumer Goods","Synopsys","Hold",0.5075875
"692","Materials","Pioneer Natural","Moderate_buy",0.7018125
"693","Financial","Orix",NA,NA
"694","Consumer Goods","Imperial Brands",NA,NA
"695","Financial","Ameriprise Financial","Moderate_sell",0.3204125
"696","Healthcare","Dexcom","Moderate_buy",0.6675375
"697","Services","Copart","Moderate_sell",0.4427375
"698","Utilities","Fortum OYJ","Hold",0.5
"699","Materials","Grupo Mexico",NA,NA
"700","Financial","Essex Property",NA,NA
"701","Healthcare","Seattle Genetics","Strong_sell",0.2417
"702","Healthcare","Eisai Co",NA,NA
"703","Financial","Standard Bank Group",NA,NA
"704","Financial","ORIX",NA,NA
"705","Consumer Goods","Hewlett Packard Enterprise","Strong_sell",0.2822
"706","Services","Suzuki Motor",NA,NA
"707","Financial","Aviva","Moderate_sell",0.4375
"708","Consumer Goods","DR Horton","Strong_sell",0.306075
"709","Materials","Fortescue Metals Group",NA,NA
"710","Consumer Goods","Shenzhou International Group Holdings",NA,NA
"711","Technology","Zoom Video Communications","Moderate_sell",0.3993125
"712","Services","Fastenal Company","Moderate_buy",0.686075
"713","Healthcare","Incyte","Hold",0.563375
"714","Consumer Goods","Akzo Nobel","Hold",0.5
"715","Services","SUBARU",NA,NA
"716","Consumer Goods","Essity Aktiebolag AB","Moderate_sell",0.375
"717","Consumer Goods","Subaru",NA,NA
"718","Materials","Fortescue Metals Group","Hold",0.4925
"719","Consumer Goods","Keysight Technologies","Hold",0.490225
"720","Materials","Kubota",NA,NA
"721","Consumer Goods","Roku","Hold",0.5219125
"722","Utilities","China Gas Holdings",NA,NA
"723","Consumer Goods","Hexagon AB",NA,NA
"724","Technology","Match Group","Hold",0.555475
"725","Consumer Goods","Cadence Design","Moderate_sell",0.3698
"726","Consumer Goods","Kirin Holdings Co",NA,NA
"727","Industrial Goods","Kuehne + Nagel International AG",NA,NA
"728","Consumer Goods","Fomento Economico Mexicano",NA,NA
"729","Financial","SM Prime Holdings",NA,NA
"730","Consumer Goods","Nokia","Hold",0.48195
"731","Services","Ferguson","Hold",0.5
"732","Healthcare","Smith & Nephew Snats","Hold",0.4925
"733","Industrial Goods","Corteva",NA,NA
"734","Technology","CDW","Moderate_buy",0.6639875
"735","Services","Loblaw Companies",NA,NA
"736","Services","PT Astra International Tbk",NA,NA
"737","Services","New Oriental Education Tech","Moderate_sell",0.339925
"738","Healthcare","Olympus",NA,NA
"739","Financial","KeyCorp","Hold",0.570525
"740","Financial","CBRE Group","Hold",0.504675
"741","Services","FUJIFILM Holdings",NA,NA
"742","Services","Secom Co",NA,NA
"743","Services","Sumitomo",NA,NA
"744","Industrial Goods","Wilmar International",NA,NA
"745","Materials","Imperial Oil","Hold",0.537025
"746","Consumer Goods","Lennar","Moderate_sell",0.40665
"747","Materials","Hess","Strong_sell",0.30565
"748","Industrial Goods","Kubota",NA,NA
"749","Technology","IAC/InterActiveCorp","Moderate_buy",0.712075
"750","Consumer Goods","Unicharm",NA,NA
"751","Materials","Cheniere Energy Partners",NA,NA
"752","Materials","Vulcan Materials","Moderate_sell",0.31525
"753","Financial","China Life Insurance Company","Hold",0.495
"754","Industrial Goods","Vestas Wind Systems AS","Hold",0.495
"755","Utilities","OMV Aktiengesellschaft",NA,NA
"756","Financial","Alexandria Equities","Strong_sell",0.2733
"757","Materials","Toyota Industries",NA,NA
"758","Consumer Goods","Clorox","Moderate_sell",0.448525
"759","Consumer Goods","Garmin","Moderate_sell",0.3878625
"760","Financial","MS&AD Insurance Group Holdings",NA,NA
"761","Materials","Franco Nev","Moderate_sell",0.4344
"762","Financial","First Republic Bank","Hold",0.5177
"763","Services","SECOM CO",NA,NA
"764","Consumer Goods","China Resources Beer (Holdings) Co",NA,NA
"765","Services","Tripcom",NA,NA
"766","Consumer Goods","Kirin Holdings Company",NA,NA
"767","Materials","Halliburton","Moderate_sell",0.4161125
"768","Materials","CRRC",NA,NA
"769","Utilities","Ameren","Hold",0.5716
"770","Services","Ryanair Holdings","Moderate_buy",0.65945
"771","Utilities","RWE AG",NA,NA
"772","Healthcare","Shionogi & Co",NA,NA
"773","Consumer Goods","International Paper Co",NA,NA
"774","Services","AmerisourceBergen","Strong_sell",0.245475
"775",NA,"Telia Company AB",NA,NA
"776","Financial","Exor",NA,NA
"777","Financial","Goodman Group",NA,NA
"778","Consumer Goods","Fortinet","Moderate_buy",0.684025
"779","Technology","Check Point","Moderate_buy",0.7480625
"780","Materials","Pembina Pipeline","Moderate_sell",0.3933
"781","Financial","Standard Bank Group",NA,NA
"782","Financial","National Bank of Canada",NA,NA
"783","Consumer Goods","Rolls-Royce","Moderate_sell",0.375
"784",NA,"JBS SA","Moderate_sell",0.3459
"785","Technology","Sunny Optical Technology (Group) Co",NA,NA
"786","Financial","Sumitomo Realty & Development Co",NA,NA
"787","Financial","Dai-ichi Life Holdings",NA,NA
"788","Industrial Goods","CK Infrastructure Holdings",NA,NA
"789","Consumer Goods","Rolls-Royce Holdings",NA,NA
"790","Consumer Goods","Marvell","Hold",0.57865
"791","Consumer Goods","PT Hanjaya Mandala Sampoerna Tbk",NA,NA
"792","Healthcare","Sino Biopharmaceutical",NA,NA
"793","Industrial Goods","Mettler-Toledo",NA,NA
"794","Financial","Cincinnati Financial","Strong_sell",0.260175
"795","Consumer Goods","HEICO","Moderate_sell",0.37545
"796","Utilities","CMS Energy",NA,NA
"797","Financial","Arthur J Gallagher & Co","Moderate_buy",0.71965
"798","Consumer Goods","Geely Automobile Holdings",NA,NA
"799","Utilities","SSE",NA,NA
"800","Materials","ArcelorMittal","Moderate_sell",0.34565
"801","Services","Dish Network","Moderate_sell",0.4518625
"802","Services","Omnicom Group","Strong_sell",0.2864125
"803","Services","Discovery","Hold",0.4923875
"804","Financial","Healthpeak Properties",NA,NA
"805","Consumer Goods","Church & Dwight","Moderate_sell",0.4278
"806","Technology","Fujitsu",NA,NA
"807","Financial","Nasdaq","Strong_sell",0.2523
"808","Industrial Goods","Magna International","Moderate_sell",0.3798125
"809","Healthcare","Olympus",NA,NA
"810","Materials","Nucor","Strong_sell",0.19385
"811","Financial","Citizens Financial","Moderate_sell",0.33445
"812","Services","WW Grainger","Moderate_buy",0.732625
"813","Financial","Arch Capital Group","Strong_sell",0.265375
"814","Industrial Goods","Nitori Holdings Co",NA,NA
"815","Services","Equifax","Hold",0.5492125
"816","Services","West Japan Railway",NA,NA
"817","Consumer Goods","Toshiba",NA,NA
"818","Consumer Goods","Carlsberg",NA,NA
"819","Financial","Credicorp",NA,NA
"820","Consumer Goods","Thai Beverage Public Co",NA,NA
"821","Services","TAL Education Group","Moderate_sell",0.374325
"822","Materials","Martin Marietta Materials","Hold",0.5071
"823","Consumer Goods","Skyworks Solutions","Hold",0.4848375
"824","Services","Altice Usa","Moderate_buy",0.628
"825","Services","Yum China Holdings","Hold",0.488725
"826","Services","Laboratory","Hold",0.5781625
"827","Financial","CaixaBank SA","Hold",0.5
"828","Industrial Goods","Amcor",NA,NA
"829","Financial","Swiss Life Holding AG",NA,NA
"830","Financial","Nomura Holdings","Moderate_sell",0.3611
"831","Materials","Freeport-McMoRan",NA,NA
"832","Financial","Wharf Real Estate Investment Co",NA,NA
"833","Services","MGM Resorts","Hold",0.4958
"834","Financial","Invitation Homes",NA,NA
"835","Healthcare","Teleflex",NA,NA
"836","Technology","Z Holdings","Hold",0.5
"837","Technology","Wirecard AG","Hold",0.4689375
"838","Services","TransUnion","Moderate_buy",0.666825
"839","Financial","KKR & Co","Moderate_sell",0.3266875
"840","Materials","Newcrest Mining",NA,NA
"841","Services","WellCare Health Plans","Moderate_buy",0.678325
"842","Industrial Goods","Dover","Moderate_sell",0.442125
"843","Utilities","Snam SpA",NA,NA
"844","Technology","Paycom","Moderate_buy",0.6373375
"845","Services","Cardinal Health","Moderate_sell",0.419325
"846","Services","WPP","Hold",0.518625
"847","Financial","Regions Financial","Moderate_sell",0.45625
"848","Services","Tiffany & Co","Hold",0.601675
"849","Materials","Newcrest Mining",NA,NA
"850","Industrial Goods","Toshiba",NA,NA
"851","Services","CarMax","Strong_sell",0.2534
"852","Healthcare","CSPC Pharmaceutical Group",NA,NA
"853","Technology","CenturyLink","Moderate_sell",0.4413
"854","Industrial Goods","Asahi Kasei",NA,NA
"855","Materials","PTT Exploration",NA,NA
"856","Services","M3",NA,NA
"857","Financial","Markel","Moderate_sell",0.43025
"858","Consumer Goods","Seagate Tech","Hold",0.5705875
"859","Utilities","West Japan Railway Company",NA,NA
"860","Financial","Nomura Holdings",NA,NA
"861","Financial","Mid-America Apartment",NA,NA
"862","Healthcare","Cooper Co","Moderate_sell",0.3811
"863","Technology","NortonLifeLock","Moderate_sell",0.454375
"864","Materials","Cheniere Energy","Moderate_sell",0.3800625
"865","Materials","POSCO",NA,NA
"866","Services","Liberty Media Liberty SiriusXM","Moderate_buy",0.6547125
"867","Financial","Huntington Bancshares",NA,NA
"868","Services","Liberty Sirius XM Group","Moderate_sell",0.371525
"869","Services","Shimano",NA,NA
"870","Consumer Goods","Maxim Integrated","Hold",0.47305
"871","Utilities","GAIL (India)",NA,NA
"872","Financial","Marketaxess Holdings","Hold",0.5298
"873","Financial","Principal Financial","Hold",0.4823
"874","Services","Old Dominion Freight","Hold",0.503125
"875","Utilities","Brookfield Infrastructure",NA,NA
"876","Financial","Sun Communities","Hold",0.5044875
"877","Financial","Grupo Financiero Banorte SAB de CV",NA,NA
"878","Financial","Kb Financial Group","Moderate_sell",0.3694
